thisRow.t,notes,trial.started,text.started,text_fixation.started,text.stopped,image.started,key_resp.started,text_fixation.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.018394500000113112,0.02631110000015724,3.015682599999991,3.0424021000001176,3.99836960000016,3.99836960000016,4.024208600000065,10.071173799999997,1,6.064462800000001,None,581903,001,2025-05-02_12h51.58.171,taniguchi,2024.2.4,None,2025-05-02 12h52.02.556547 +0900,
