thisRow.t,notes,trial.started,text_fixation.started,text_fixation.stopped,text.started,image.started,key_resp.started,text.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.018088999999918087,0.5102962999999363,2.010740100000021,2.010740100000021,4.007602899999938,4.007602899999938,4.007602899999938,8.994114699999955,2,4.965569100000039,None,355617,001,2025-05-02_12h50.48.411,taniguchi,2024.2.4,None,2025-05-02 12h50.53.155096 +0900,
