thisRow.t,notes,trial.started,text_fixation.started,text.started,text_fixation.stopped,image.started,key_resp.started,text.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.03683590000014192,0.5127620000000661,2.0005537000001823,2.01650450000011,4.017907600000171,4.017907600000171,4.017907600000171,6.6494804000001295,1,2.5630968999998913,None,917652,001,2025-05-02_12h50.31.721,taniguchi,2024.2.4,59.69632479570974,2025-05-02 12h50.34.227536 +0900,
