thisRow.t,notes,trial.started,text.started,text_fixation.started,text.stopped,text_fixation.stopped,image.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.03836970000020301,0.05325930000003609,3.001478700000007,3.0688310000000456,4.003942700000152,4.003942700000152,4.003942700000152,14.486864200000127,1,10.475666799999999,None,830836,001,2025-05-02_12h54.37.889,taniguchi,2024.2.4,59.76668282362098,2025-05-02 12h54.40.440431 +0900,
